Starting cal age BP	calendar age	 14C age BP	 total 14C uncertainty	 cal yr span	 cal year uncertainty	 wiggle match uncertainty	 varve count uncertainty	Lab ID	 dataset number	 observation number
YR BP	YR BP	YR BP	YR	YR	YR					
4188	4188	3806	20.2	1	0	0	0	Pta-4147	6	168
4185	4185	3840	17.9	1	0	0	0	Pta-3014	6	167
4181	4185.5	3839.1	25	10	0	0	0	QL-11221	1	1318
4179	4179.5	3832	17.9	2	0	0	0	Pta-4101	6	150
4171	4175.5	3798	16.5	10	0	0	0	QL-11220	1	1316
4171	4175.5	3765.6	22.8	10	0	0	0	QL-11220	1	1317
4170	4179.5	3805	21.9	20	0	0	0	UB1017	2	338
4169	4169.5	3821	20.2	2	0	0	0	Pta-4107	6	149
4164	4164	3855	19	1	0	0	0	Pta-3006	6	166
4161	4165.5	3833	22.6	10	0	0	0	QL-11219	1	1314
4161	4165.5	3786.6	22.7	10	0	0	0	QL-11219	1	1315
4154	4154	3801	19	1	0	0	0	Pta-3115	6	165
4151	4155.5	3799.7	19.2	10	0	0	0	QL-11218	1	1313
4150	4159.5	3820	19.2	20	0	0	0	UB1016	2	337
4144	4144	3750	20.2	1	0	0	0	Pta-2996	6	164
4141	4145.5	3765.5	19.1	10	0	0	0	QL-11217	1	1311
4141	4145.5	3729.7	17.2	10	0	0	0	QL-11217	1	1312
4139	4139	3713	28	1	0	0	0	Pta-3469	6	163
4134	4134	3734	16.8	1	0	0	0	Pta-3321	6	162
4131	4135.5	3760.2	19.1	10	0	0	0	QL-11216	1	1309
4131	4135.5	3707.1	17	10	0	0	0	QL-11216	1	1310
4130	4139.5	3791	19.2	20	0	0	0	UB1015	2	336
4129	4129	3739	17.9	1	0	0	0	Pta-3454	6	161
4124	4124	3779	17.9	1	0	0	0	Pta-2983	6	160
4121	4125.5	3735.2	19.4	10	0	0	0	QL-11215	1	1307
4121	4125.5	3737.3	23.7	10	0	0	0	QL-11215	1	1308
4114	4114	3782	17.9	1	0	0	0	Pta-3327	6	159
4111	4115.5	3742.6	22.9	10	0	0	0	QL-11214	1	1306
4110	4119.5	3740	24.7	20	0	0	0	UB1014	2	335
4108	4108.5	3768	21.3	2	0	0	0	Pta-4096	6	148
4104	4104	3797	15.7	1	0	0	0	Pta-2928	6	158
4101	4105.5	3771.2	19.1	10	0	0	0	QL-11213	1	1304
4101	4105.5	3736.1	22.4	10	0	0	0	QL-11213	1	1305
4098	4098.5	3731	20.2	2	0	0	0	Pta-4113	6	147
4094	4094.5	3760	22.4	2	0	0	0	Pta-3126	6	146
4091	4095.5	3780.3	17.9	10	0	0	0	QL-11212	1	1302
4091	4095.5	3736.3	22.4	10	0	0	0	QL-11212	1	1303
4090	4099.5	3794	17.8	20	0	0	0	UB-	2	334
4083	4083.5	3707	21.3	2	0	0	0	Pta-2900	6	145
4081	4085.5	3716.3	22	10	0	0	0	QL-11211	1	1301
4073	4073	3698	20.2	1	0	0	0	Pta-3132	6	157
4071	4075.5	3684.1	22.4	10	0	0	0	QL-11210	1	1300
4070	4079.5	3691	24.7	20	0	0	0	UB1012	2	333
4064	4064	3680	15.7	1	0	0	0	Pta-2892	6	156
4061	4065.5	3696.8	22	10	0	0	0	QL-11209	1	1299
4054	4054	3686	22.4	1	0	0	0	Pta-3135	6	155
4051	4055.5	3681.8	22	10	0	0	0	QL-11208	1	1297
4051	4055.5	3645.8	22.2	10	0	0	0	QL-11208	1	1298
4050	4059.5	3664	24.7	20	0	0	0	UB1011	2	332
4042	4042	3705	15.7	1	0	0	0	Pta-2856	6	154
4041	4045.5	3693.2	22	10	0	0	0	QL-11207	1	1296
4034	4034.5	3738	22.4	2	0	0	0	Pta-4503	6	144
4031	4035.5	3666	22.5	10	0	0	0	QL-11206	1	1295
4030	4039.5	3660	20.6	20	0	0	0	UB1010	2	331
4024	4024.5	3707	14.6	2	0	0	0	Pta-2799	6	143
4021	4025.5	3738.6	22.7	10	0	0	0	QL-11205	1	1293
4021	4025.5	3744.7	22.2	10	0	0	0	QL-11205	1	1294
4014	4014	3760	23.5	1	0	0	0	Pta-4510	6	153
4011	4015.5	3677.8	22.4	10	0	0	0	QL-11204	1	1292
4010	4019.5	3704	24.7	20	0	0	0	UB1009	2	330
4005	4005	3694	16.8	1	0	0	0	Pta-2792	6	152
4001	4005.5	3742.1	21.6	10	0	0	0	QL-11203	1	1290
4001	4005.5	3685.7	24	10	0	0	0	QL-11203	1	1291
3993	3993.5	3699	30.2	2	0	0	0	Pta-4495	6	142
3991	3995.5	3735.1	21.3	10	0	0	0	QL-11202	1	1288
3991	3995.5	3665.4	23.2	10	0	0	0	QL-11202	1	1289
3990	3999.5	3706	21.9	20	0	0	0	UB1008	2	329
3983	3983.5	3689	15.7	2	0	0	0	Pta-2787	6	141
3981	3985.5	3681.9	27	10	0	0	0	QL-11201	1	1285
3981	3985.5	3703.1	22.4	10	0	0	0	QL-11201	1	1286
3981	3985.5	3654	24.8	10	0	0	0	QL-11201	1	1287
3974	3974.5	3658	20.2	2	0	0	0	Pta-3127	6	140
3971	3975.5	3635.8	22.5	10	0	0	0	QL-11200	1	1284
3970	3979.5	3617	21.9	20	0	0	0	UB1007	2	328
3964	3964.5	3636	17.9	2	0	0	0	Pta-2751	6	139
3961	3965.5	3645.3	21.9	10	0	0	0	QL-11199	1	1283
3954	3954.5	3619	21.3	2	0	0	0	Pta-3328	6	138
3951	3955.5	3590.9	23	10	0	0	0	QL-11198	1	1282
3950	3959.5	3619	20.6	20	0	0	0	UB1006	2	327
3944	3944.5	3644	16.8	2	0	0	0	Pta-2726	6	137
3941	3945.5	3606.6	22.2	10	0	0	0	QL-11197	1	1281
3931	3935.5	3670	22.4	10	0	0	0	QL-11196	1	1280
3931	3931.5	3645	19	2	0	0	0	Pta-3332	6	136
3930	3939.5	3661	28.8	20	0	0	0	UB1005	2	326
3924	3924.5	3608	15.7	2	0	0	0	Pta-2734	6	135
3921	3925.5	3638	22.2	10	0	0	0	QL-11195	1	1279
3913	3913.5	3639	22.4	2	0	0	0	Pta-3333	6	134
3911	3915.5	3619.2	22.7	10	0	0	0	QL-11194	1	1278
3910	3919.5	3587	23.3	20	0	0	0	UB1004	2	325
3904	3904.5	3618	15.7	2	0	0	0	Pta-2738	6	133
3901	3905.5	3611.5	22.8	10	0	0	0	QL-11193	1	1277
3891	3895.5	3622.3	33.7	10	0	0	0	QL-11192	1	1275
3891	3895.5	3594.9	33.2	10	0	0	0	QL-11192	1	1276
3891	3892.5	3596	20.2	4	0	0	0	Pta-2884	6	1
3890	3899.5	3591	17.8	20	0	0	0	UB1003	2	324
3884	3884.5	3580	9	2	0	0	0	Pta-2745	6	132
3881	3885.5	3594.1	25.4	10	0	0	0	QL-11191	1	1273
3881	3885.5	3596	33.9	10	0	0	0	QL-11191	1	1274
3871	3875.5	3598.8	17.6	10	0	0	0	QL-11190	1	1272
3870	3879.5	3553	19.2	20	0	0	0	UB1002	2	323
3861	3865.5	3557.3	22.5	10	0	0	0	QL-11189	1	1271
3851	3855.5	3555.4	22.5	10	0	0	0	QL-11188	1	1270
3850	3859.5	3579	24.7	20	0	0	0	UB1001	2	322
3841	3845.5	3579.7	22.9	10	0	0	0	QL-11187	1	1269
3831	3835.5	3557.8	21.8	10	0	0	0	QL-11186	1	1268
3830	3839.5	3537	17.8	20	0	0	0	UB1091	2	321
3821	3825.5	3523.2	21.7	10	0	0	0	QL-11185	1	1266
3821	3825.5	3479.8	22.8	10	0	0	0	QL-11185	1	1267
3811	3815.5	3501.1	22.9	10	0	0	0	QL-11184	1	1265
3810	3819.5	3458	19.2	20	0	0	0	UB1092	2	320
3801	3805.5	3480.9	22.7	10	0	0	0	QL-11183	1	1264
3791	3795.5	3487.2	22.8	10	0	0	0	QL-11182	1	1263
3790	3799.5	3449	19.2	20	0	0	0	UB1093	2	319
3781	3785.5	3552.9	21.5	10	0	0	0	QL-11181	1	1262
3771	3775.5	3490.9	22.8	10	0	0	0	QL-11180	1	1261
3770	3779.5	3515	26	20	0	0	0	UB1094	2	318
3761	3765.5	3525.2	22	10	0	0	0	QL-11179	1	1259
3761	3765.5	3490.8	22.7	10	0	0	0	QL-11179	1	1260
3751	3755.5	3501.6	21.3	10	0	0	0	QL-11178	1	1257
3751	3755.5	3448	22.8	10	0	0	0	QL-11178	1	1258
3750	3759.5	3456	26	20	0	0	0	UB1095	2	317
3741	3745.5	3474.2	22.5	10	0	0	0	QL-11177	1	1255
3741	3745.5	3526.6	21.5	10	0	0	0	QL-11177	1	1256
3731	3735.5	3530.3	21.3	10	0	0	0	QL-11176	1	1253
3731	3735.5	3497.3	21.6	10	0	0	0	QL-11176	1	1254
3730	3739.5	3526	23.3	20	0	0	0	UB1096	2	316
3721	3725.5	3498.1	17.2	10	0	0	0	QL-11175	1	1252
3711	3715.5	3459.4	17.8	10	0	0	0	QL-11174	1	1251
3710	3719.5	3460	19.2	20	0	0	0	UB1097	2	315
3701	3705.5	3484.9	16.4	10	0	0	0	QL-11173	1	1250
3691	3695.5	3469.4	23	10	0	0	0	QL-11172	1	1249
3690	3699.5	3435	20.6	20	0	0	0	UB1098	2	314
3681	3685.5	3430.4	22.6	10	0	0	0	QL-11171	1	1248
3671	3675.5	3406.9	22.6	10	0	0	0	QL-11170	1	1247
3670	3679.5	3374	17.8	20	0	0	0	UB1099	2	313
3661	3665.5	3397.6	22.4	10	0	0	0	QL-11169	1	1246
3651	3655.5	3426.5	22.9	10	0	0	0	QL-11168	1	1245
3650	3659.5	3435	26	20	0	0	0	UB1100	2	312
3641	3645.5	3441.9	21.6	10	0	0	0	QL-11167	1	1243
3641	3645.5	3425.4	23.1	10	0	0	0	QL-11167	1	1244
3640	3644.5	3424	15.5	10	0	0	0	HD22290	5	511
3631	3635.5	3359.8	22.6	10	0	0	0	QL-11166	1	1242
3630	3639.5	3402	21.9	20	0	0	0	UB1101	2	311
3630	3634.5	3376	15.5	10	0	0	0	HD22219	5	513
3621	3625.5	3319.7	22.4	10	0	0	0	QL-11165	1	1241
3620	3624.5	3396	15.5	10	0	0	0	HD21587	5	509
3611	3615.5	3391.3	34.3	10	0	0	0	QL-11164	1	1239
3611	3615.5	3421.3	34.1	10	0	0	0	QL-11164	1	1240
3610	3619.5	3329	20.6	20	0	0	0	UB1102	2	310
3610	3614.5	3374	23.8	10	0	0	0	HD21589	5	512
3601	3605.5	3344.4	16.9	10	0	0	0	QL-11163	1	1238
3600	3604.5	3384	19	10	0	0	0	HD19993	5	318
3600	3604.5	3346	16.7	10	0	0	0	HD21588	5	510
3591	3595.5	3414.8	22.4	10	0	0	0	QL-11162	1	1235
3591	3595.5	3349.7	22.4	10	0	0	0	QL-11162	1	1236
3591	3595.5	3396.9	23.2	10	0	0	0	QL-11162	1	1237
3590	3599.5	3321	17.8	20	0	0	0	UB1103	2	309
3590	3594.5	3363	17.9	10	0	0	0	HD20163	5	317
3581	3585.5	3355.3	22.9	10	0	0	0	QL-11161	1	1234
3580	3584.5	3368	19	10	0	0	0	HD19969	5	316
3571	3575.5	3350.3	17	10	0	0	0	QL-11160	1	1233
3570	3579.5	3325	20.6	20	0	0	0	UB1104	2	308
3570	3574.5	3343	19	10	0	0	0	HD20158	5	315
3561	3565.5	3326.6	17.9	10	0	0	0	QL-11159	1	1232
3560	3564.5	3340	20.2	10	0	0	0	HD19982	5	314
3551	3555.5	3325.6	16.5	10	0	0	0	QL-11158	1	1231
3550	3559.5	3285	20.6	20	0	0	0	UB1105	2	307
3550	3554.5	3279	16.7	10	0	0	0	HD20250	5	313
3541	3545.5	3276.3	17.6	10	0	0	0	QL-11157	1	1230
3540	3544.5	3278	17.9	10	0	0	0	HD19984	5	312
3531	3535.5	3301.6	22.9	10	0	0	0	QL-11156	1	1229
3530	3539.5	3286	19.2	20	0	0	0	UB1106	2	306
3530	3534.5	3303	17.9	10	0	0	0	HD20251	5	311
3521	3525.5	3244	51.6	10	0	0	0	QL-11155	1	1227
3521	3525.5	3335.7	53.3	10	0	0	0	QL-11155	1	1228
3520	3524.5	3300	19	10	0	0	0	HD19990	5	310
3511	3515.5	3320.5	53.3	10	0	0	0	QL-11154	1	1225
3511	3515.5	3307.6	52	10	0	0	0	QL-11154	1	1226
3510	3519.5	3283	21.9	20	0	0	0	UB1107	2	305
3510	3514.5	3327	19	10	0	0	0	HD20252	5	309
3501	3505.5	3304	21.6	10	0	0	0	QL-11153	1	1224
3500	3504.5	3276	19	10	0	0	0	HD20134	5	308
3491	3495.5	3304	22.5	10	0	0	0	QL-11152	1	1223
3490	3499.5	3320	24.7	20	0	0	0	UB1108	2	304
3490	3494.5	3306	20.2	10	0	0	0	HD20137	5	307
3481	3485.5	3308.2	22.2	10	0	0	0	QL-11151	1	1222
3480	3484.5	3297	19	10	0	0	0	HD20135	5	306
3471	3475.5	3272.8	20.7	10	0	0	0	QL-11150	1	1221
3470	3479.5	3302	20.6	20	0	0	0	UB1109	2	303
3470	3474.5	3247	20.2	10	0	0	0	HD20136	5	305
3465	3469.5	3261	16	10	0	0	0	CAMS average	7	3
3465	3469.5	3290	21.8	10	0	0	0	UB-4848	2	51
3461	3465.5	3251.2	22.4	10	0	0	0	QL-11149	1	1220
3460	3464.5	3254	16.7	10	0	0	0	HD20253	5	304
3455	3459.5	3260.8	19	10	0	0	0	CAMS average	7	2
3455	3459.5	3247	21.8	10	0	0	0	UB-4847	2	50
3451	3455.5	3247.6	20.9	10	0	0	0	QL-11148	1	1219
3450	3459.5	3165	21.9	20	0	0	0	UB1110	2	302
3450	3454.5	3276	19	10	0	0	0	HD20623	5	303
3445	3449.5	3239.6	32	10	0	0	0	CAMS average	7	1
3445	3449.5	3267	21.8	10	0	0	0	UB-4846	2	49
3441	3445.5	3198.6	32.8	10	0	0	0	QL-11147	1	1217
3441	3445.5	3265	33.9	10	0	0	0	QL-11147	1	1218
3440	3444.5	3206	17.9	10	0	0	0	HD19973	5	302
3431	3435.5	3185.4	16.9	10	0	0	0	QL-11146	1	1216
3430	3439.5	3177	21.9	20	0	0	0	UB1111	2	301
3421	3425.5	3212.8	15.6	10	0	0	0	QL-11145	1	1215
3411	3415.5	3244.2	21.3	10	0	0	0	QL-11144	1	1213
3411	3415.5	3196.3	22	10	0	0	0	QL-11144	1	1214
3410	3419.5	3201	20.6	20	0	0	0	UB1112	2	300
3401	3405.5	3250.2	21.3	10	0	0	0	QL-11143	1	1211
3401	3405.5	3155.2	20.4	10	0	0	0	QL-11143	1	1212
3391	3395.5	3176.5	15.6	10	0	0	0	QL-11142	1	1210
3390	3399.5	3198	13.7	20	0	0	0	UB1113	2	299
3381	3385.5	3203.7	21.3	10	0	0	0	QL-11141	1	1208
3381	3385.5	3147.2	22.6	10	0	0	0	QL-11141	1	1209
3371	3375.5	3118.4	22.1	10	0	0	0	QL-11140	1	1207
3370	3379.5	3180	21.9	20	0	0	0	UB1114	2	298
3361	3365.5	3168.1	21.1	10	0	0	0	QL-11139	1	1206
3351	3355.5	3099.1	20.9	10	0	0	0	QL-11138	1	1205
3350	3359.5	3097	19.2	20	0	0	0	UB1115	2	297
3341	3345.5	3117	15.5	10	0	0	0	QL-11137	1	1204
3331	3335.5	3091.2	21.1	10	0	0	0	QL-11136	1	1203
3330	3339.5	3053	20.6	20	0	0	0	UB1116	2	296
3321	3325.5	3087.2	20.5	10	0	0	0	QL-11135	1	1202
3311	3315.5	3030.4	21.3	10	0	0	0	QL-11134	1	1201
3310	3319.5	3030	24.7	20	0	0	0	UB1117	2	295
3301	3305.5	3071	22.2	10	0	0	0	QL-11133	1	1200
3291	3295.5	3042.6	22.9	10	0	0	0	QL-11132	1	1199
3290	3299.5	3039	21.9	20	0	0	0	UB1118	2	294
3281	3285.5	3058.5	22.2	10	0	0	0	QL-11131	1	1198
3271	3275.5	3079.1	32.6	10	0	0	0	QL-11130	1	1195
3271	3275.5	3079	33.2	10	0	0	0	QL-11130	1	1196
3271	3275.5	3154.2	35.2	10	0	0	0	QL-11130	1	1197
3270	3279.5	3096	21.9	20	0	0	0	UB1119	2	293
3261	3265.5	3040.2	22.9	10	0	0	0	QL-11129	1	1194
3251	3255.5	3026.5	23.6	10	0	0	0	QL-11128	1	1193
3250	3259.5	3042	23.3	20	0	0	0	UB1120	2	292
3241	3245.5	3034.7	22.3	10	0	0	0	QL-11127	1	1192
3231	3235.5	2994.3	22.9	10	0	0	0	QL-11126	1	1191
3230	3239.5	3025	23.3	20	0	0	0	UB1121	2	291
3221	3225.5	3031.9	22.1	10	0	0	0	QL-11125	1	1190
3211	3215.5	3037.7	22.9	10	0	0	0	QL-11124	1	1189
3210	3219.5	3026	23.3	20	0	0	0	UB1122	2	290
3201	3205.5	2984.9	17.9	10	0	0	0	QL-11123	1	1188
3191	3195.5	2990.2	22.6	10	0	0	0	QL-11122	1	1187
3190	3199.5	2930	19.2	20	0	0	0	UB1123	2	289
3181	3185.5	2965.3	23.4	10	0	0	0	QL-11121	1	1186
3171	3175.5	3002.3	21.6	10	0	0	0	QL-11120	1	1185
3170	3179.5	3002	19.2	20	0	0	0	UB1124	2	288
3161	3165.5	3004.9	21	10	0	0	0	QL-11119	1	1182
3161	3165.5	3040.1	20.8	10	0	0	0	QL-11119	1	1183
3161	3165.5	2924.3	22.4	10	0	0	0	QL-11119	1	1184
3151	3155.5	2918.2	23	10	0	0	0	QL-11118	1	1181
3150	3159.5	2956	21.9	20	0	0	0	UB1125	2	287
3141	3145.5	3026.8	27.1	10	0	0	0	QL-11117	1	1179
3141	3145.5	2970.2	33.3	10	0	0	0	QL-11117	1	1180
3131	3135.5	2900.6	22.6	10	0	0	0	QL-11116	1	1178
3130	3139.5	2942	21.9	20	0	0	0	UB1126	2	286
3121	3125.5	2948.6	27	10	0	0	0	QL-11115	1	1177
3111	3115.5	2945.8	21.5	10	0	0	0	QL-11114	1	1176
3110	3119.5	2975	19.2	20	0	0	0	UB1127	2	285
3101	3105.5	2947.3	22.4	10	0	0	0	QL-11113	1	1175
3091	3095.5	2914.5	21.7	10	0	0	0	QL-11112	1	1174
3090	3099.5	2940	21.9	20	0	0	0	UB1128	2	284
3090	3094.5	2925	27.4	10	0	0	0	UB1273	2	494
3081	3085.5	3001.5	20.9	10	0	0	0	QL-11111	1	1172
3081	3085.5	3000.7	20.9	10	0	0	0	QL-11111	1	1173
3080	3084.5	2945	28.8	10	0	0	0	UB1274	2	495
3071	3075.5	2908.7	21.8	10	0	0	0	QL-11110	1	1171
3070	3074.5	2912	27.4	10	0	0	0	UB1275	2	496
3061	3065.5	2963.9	24.6	10	0	0	0	QL-11109	1	1170
3060	3064.5	2891	27.4	10	0	0	0	UB1276	2	497
3051	3055.5	2916.9	32	10	0	0	0	QL-11108	1	1167
3051	3055.5	2965	33.5	10	0	0	0	QL-11108	1	1168
3051	3055.5	2881.6	21.9	10	0	0	0	QL-11108	1	1169
3050	3059.5	2861	16.4	20	0	0	0	UB1130	2	283
3041	3045.5	2933.4	21	10	0	0	0	QL-11107	1	1165
3041	3045.5	2904.1	21.9	10	0	0	0	QL-11107	1	1166
3031	3035.5	2919.7	32.3	10	0	0	0	QL-11106	1	1163
3031	3035.5	2909.1	33.2	10	0	0	0	QL-11106	1	1164
3030	3039.5	2886	16.4	20	0	0	0	UB1131	2	282
3021	3025.5	2889.1	22.7	10	0	0	0	QL-11105	1	1162
3011	3015.5	2875.5	23.3	10	0	0	0	QL-11104	1	1161
3010	3019.5	2910	13.7	20	0	0	0	UB-	2	281
3001	3005.5	2925.8	20.9	10	0	0	0	QL-11103	1	1160
2991	2995.5	2849.9	22.4	10	0	0	0	QL-11102	1	1159
2990	2999.5	2888	13.7	20	0	0	0	UB1133	2	280
2981	2985.5	2879.9	22	10	0	0	0	QL-11101	1	1158
2971	2975.5	2888.9	22.8	10	0	0	0	QL-11100	1	1157
2970	2979.5	2862	16.4	20	0	0	0	UB1134	2	279
2961	2965.5	2871.1	20.8	10	0	0	0	QL-11099	1	1156
2951	2955.5	2835.5	21.7	10	0	0	0	QL-11098	1	1155
2950	2959.5	2856	11	20	0	0	0	UB1135	2	278
2941	2945.5	2818	20.7	10	0	0	0	QL-11097	1	1154
2931	2935.5	2833.6	20.7	10	0	0	0	QL-11096	1	1153
2930	2939.5	2815	16.4	20	0	0	0	UB1136	2	277
2921	2925.5	2843.5	15.6	10	0	0	0	QL-11095	1	1152
2911	2915.5	2760.8	21.7	10	0	0	0	QL-11094	1	1151
2910	2919.5	2793	15.1	20	0	0	0	UB1137	2	276
2901	2905.5	2823.6	17.3	10	0	0	0	QL-11093	1	1150
2891	2895.5	2827.2	15.5	10	0	0	0	QL-11092	1	1149
2890	2899.5	2816	26	20	0	0	0	UB1239	2	275
2881	2885.5	2803.7	16.5	10	0	0	0	QL-11091	1	1148
2871	2875.5	2791.1	21.8	10	0	0	0	QL-11090	1	1147
2870	2879.5	2812	26	20	0	0	0	UB1240	2	274
2861	2865.5	2780.9	21.7	10	0	0	0	QL-11089	1	1146
2851	2855.5	2777.9	20.8	10	0	0	0	QL-11088	1	1145
2850	2859.5	2757	17.8	20	0	0	0	UB1241	2	273
2841	2845.5	2740.6	21.6	10	0	0	0	QL-11087	1	1144
2831	2835.5	2708.2	21.8	10	0	0	0	QL-11086	1	1143
2830	2839.5	2715	19.2	20	0	0	0	UB1242	2	272
2821	2825.5	2737.6	21.9	10	0	0	0	QL-11085	1	1142
2811	2815.5	2739.5	20.9	10	0	0	0	QL-11084	1	1141
2810	2819.5	2729	19.2	20	0	0	0	UB1243	2	271
2801	2805.5	2748	21.8	10	0	0	0	QL-11083	1	1140
2791	2795.5	2748.7	16.5	10	0	0	0	QL-11082	1	1139
2790	2799.5	2702	21.9	20	0	0	0	UB1147	2	270
2790	2794.5	2729	14.3	10	0	0	0	HD22811	5	485
2785	2789.5	2707	13.1	10	0	0	0	HD22812	5	486
2781	2785.5	2736.9	16.4	10	0	0	0	QL-11081	1	1138
2771	2775.5	2673	16.6	10	0	0	0	QL-11080	1	1137
2770	2779.5	2653	24.7	20	0	0	0	UB1148	2	269
2770	2774.5	2699	13.1	10	0	0	0	HD22813	5	487
2761	2765.5	2670.3	21.7	10	0	0	0	QL-11079	1	1136
2760	2764.5	2688	14.3	10	0	0	0	HD22819	5	488
2751	2755.5	2646.7	16.5	10	0	0	0	QL-11078	1	1135
2750	2759.5	2632	24.7	20	0	0	0	UB1149	2	268
2750	2754.5	2652	14.3	10	0	0	0	HD22820	5	489
2741	2745.5	2607.8	16.1	10	0	0	0	QL-11077	1	1134
2740	2744.5	2615	14.3	10	0	0	0	HD22834	5	490
2731	2735.5	2547.7	16.1	10	0	0	0	QL-11076	1	1133
2730	2739.5	2518	16.4	20	0	0	0	UB1150	2	267
2730	2734.5	2599	16.7	10	0	0	0	HD22833	5	491
2720	2724.5	2562	13.1	10	0	0	0	HD22846	5	492
2711	2720.5	2549.7	20.8	20	0	0	0	QL-11074	1	1042
2710	2719.5	2509	21.9	20	0	0	0	UB1151	2	266
2710	2714.5	2533	15.5	10	0	0	0	HD22838	5	493
2700	2704.5	2533	15.5	10	0	0	0	HD22847	5	494
2700	2702.5	2514	22.6	6	0	0	0	HD22849	5	495
2691	2700.5	2451.1	21.6	20	0	0	0	QL-11072	1	1041
2690	2699.5	2440	17.8	20	0	0	0	UB1152	2	265
2690	2694.5	2502	14.3	10	0	0	0	HD22852	5	496
2680	2684.5	2492	13.1	10	0	0	0	HD22854	5	497
2671	2680.5	2461.3	20.9	20	0	0	0	QL-11070	1	1039
2671	2680.5	2427.6	21.4	20	0	0	0	QL-11070	1	1040
2670	2679.5	2448	17.8	20	0	0	0	UB1153	2	264
2670	2674.5	2469	14.3	10	0	0	0	HD22850	5	498
2661	2665.5	2464.2	34.6	10	0	0	0	QL-11069	1	1132
2660	2664.5	2452	15.5	10	0	0	0	HD22870	5	499
2651	2655.5	2458.2	34.9	10	0	0	0	QL-11068	1	1131
2650	2659.5	2448	20.6	20	0	0	0	UB1154	2	263
2650	2654.5	2461	14.3	10	0	0	0	HD22863	5	500
2641	2645.5	2454.7	34	10	0	0	0	QL-11067	1	1130
2640	2644.5	2431	15.5	10	0	0	0	HD22869	5	501
2630	2639.5	2468	16.4	20	0	0	0	UB1155	2	262
2630	2634.5	2506	15.5	10	0	0	0	HD22866	5	502
2620	2624.5	2561	14.3	10	0	0	0	HD22862	5	503
2610	2619.5	2505	16.4	20	0	0	0	UB1156	2	261
2610	2614.5	2495	15.5	10	0	0	0	HD22864	5	504
2601	2610.5	2429.4	20.4	20	0	0	0	QL-11063	1	1038
2600	2604.5	2483.2	21.7	10	0	0	0	QL-11273	1	979
2600	2604.5	2470.4	18.1	10	0	0	0	QL-11273	1	980
2600	2604.5	2439	13.1	10	0	0	0	HD22915	5	505
2591	2595.5	2472.3	21.6	10	0	0	0	QL-11062	1	1129
2590	2594.5	2483.2	21.2	10	0	0	0	QL-11262	1	978
2590	2599.5	2470	19.2	20	0	0	0	UB1157	2	260
2590	2594.5	2473	19.2	10	0	0	0	UB1447	2	498
2590	2594.5	2507	15.5	10	0	0	0	HD22913	5	506
2580	2584.5	2489.3	21.5	10	0	0	0	QL-11263	1	977
2580	2584.5	2507	21.9	10	0	0	0	UB-	2	499
2580	2584.5	2506	13.1	10	0	0	0	HD22914	5	507
2571	2580.5	2466.8	21.3	20	0	0	0	QL-11060	1	1037
2570	2574.5	2509.4	17.7	10	0	0	0	QL-11264	1	976
2570	2579.5	2468	23.3	20	0	0	0	UB1158	2	259
2570	2574.5	2491	21.9	10	0	0	0	UB-	2	500
2570	2574.5	2514	15.5	10	0	0	0	HD22856	5	508
2561	2565.5	2500.7	22	10	0	0	0	QL-11059	1	1127
2561	2565.5	2462.7	21.5	10	0	0	0	QL-11059	1	1128
2560	2564.5	2491.9	17	10	0	0	0	QL-11265	1	975
2560	2564.5	2491	21.9	10	0	0	0	UB-	2	501
2551	2555.5	2499.1	21.6	10	0	0	0	QL-11058	1	1126
2550	2554.5	2514.6	19.4	10	0	0	0	QL-11266	1	974
2550	2559.5	2513	23.3	20	0	0	0	UB1159	2	258
2550	2554.5	2521	24.7	10	0	0	0	UB-	2	502
2540	2544.5	2512.8	18.3	10	0	0	0	QL-11267	1	973
2540	2544.5	2483	24.7	10	0	0	0	UB-	2	503
2530	2534.5	2455.8	23.1	10	0	0	0	QL-11268	1	972
2530	2539.5	2475	23.3	20	0	0	0	UB1160	2	257
2530	2534.5	2491	24.7	10	0	0	0	UB-	2	504
2520	2524.5	2488.5	22.8	10	0	0	0	QL-11269	1	971
2520	2524.5	2518	21.9	10	0	0	0	UB-	2	505
2510	2514.5	2491.3	23.9	10	0	0	0	QL-11270	1	970
2510	2519.5	2463	23.3	20	0	0	0	UB1161	2	256
2510	2514.5	2497	21.9	10	0	0	0	UB-	2	506
2500	2504.5	2481.8	18.7	10	0	0	0	QL-11274	1	969
2500	2504.5	2493	21.9	10	0	0	0	UB-	2	507
2490	2494.5	2485.8	21.1	10	0	0	0	QL-11271	1	967
2490	2494.5	2469.8	23.4	10	0	0	0	QL-11271	1	968
2490	2499.5	2496	23.3	20	0	0	0	UB1162	2	255
2490	2494.5	2462	21.9	10	0	0	0	UB-	2	508
2480	2484.5	2425.2	18.1	10	0	0	0	QL-11276	1	965
2480	2484.5	2450.4	20.8	10	0	0	0	QL-11276	1	966
2480	2484.5	2441	21.9	10	0	0	0	UB-	2	509
2470	2474.5	2479.1	18.7	10	0	0	0	QL-11272	1	964
2470	2474.5	2446.4	50.7	10	0	0	0	QL-11057	1	1125
2470	2479.5	2458	23.3	20	0	0	0	UB1163	2	254
2470	2474.5	2431	21.9	10	0	0	0	UB-	2	510
2460	2464.5	2418.6	18.6	10	0	0	0	QL-11277	1	963
2460	2464.5	2483.4	34	10	0	0	0	QL-11056	1	1124
