Starting cal age BP	calendar age	 14C age BP	 total 14C uncertainty	 cal yr span	 cal year uncertainty	 wiggle match uncertainty	 varve count uncertainty	Lab ID	 dataset number	 observation number
YR BP	YR BP	YR BP	YR	YR	YR					
5393	5393	4679	12.3	1	0	0	0	GRN8532	4	61
5390	5394.5	4670.2	27.9	10	0	0	0	QL-11490	1	1496
5390	5399.5	4666	23.3	20	0	0	0	UB1078	2	398
5388	5388	4654	14.6	1	0	0	0	GRN8531	4	62
5384	5384	4684	17.9	1	0	0	0	GRN8530	4	63
5380	5384.5	4662.2	23.3	10	0	0	0	QL-11489	1	1494
5380	5384.5	4666.2	24.2	10	0	0	0	QL-11489	1	1495
5380	5380	4688	19	1	0	0	0	GRN8529	4	64
5375	5375	4702	16.8	1	0	0	0	GRN8528	4	65
5370	5374.5	4651.5	36.7	10	0	0	0	QL-11488	1	1491
5370	5374.5	4678.5	36.9	10	0	0	0	QL-11488	1	1492
5370	5374.5	4682.8	29.4	10	0	0	0	QL-11488	1	1493
5370	5379.5	4666	24.7	20	0	0	0	UB1077	2	397
5370	5370	4714	12.3	1	0	0	0	GRN8527	4	66
5363	5363	4693	16.8	1	0	0	0	GRN8524	4	67
5360	5364.5	4703	26.1	10	0	0	0	QL-11487	1	1490
5356	5356	4718	14.6	1	0	0	0	GRN8523	4	68
5350	5354.5	4683.9	23.6	10	0	0	0	QL-11486	1	1489
5350	5359.5	4691	24.7	20	0	0	0	UB1076	2	396
5348	5348	4669	16.8	1	0	0	0	GRN8522	4	69
5340	5344.5	4739.8	24.1	10	0	0	0	QL-11485	1	1487
5340	5344.5	4694.3	26.1	10	0	0	0	QL-11485	1	1488
5340	5340	4722	12.3	1	0	0	0	GRN8521	4	70
5333	5333	4718	16.8	1	0	0	0	GRN8520	4	71
5330	5334.5	4687.8	23.8	10	0	0	0	QL-11484	1	1486
5330	5339.5	4731	21.9	20	0	0	0	UB1075	2	395
5328	5328	4692	14.6	1	0	0	0	GRN8475	4	72
5320	5324.5	4644.4	23.7	10	0	0	0	QL-11483	1	1485
5320	5320	4631	14.6	1	0	0	0	GRN8474	4	73
5313	5313	4600	13.4	1	0	0	0	GRN8473	4	74
5310	5314.5	4605.9	23.7	10	0	0	0	QL-11482	1	1484
5310	5319.5	4624	24.7	20	0	0	0	UB1074	2	394
5308	5308	4556	15.7	1	0	0	0	GRN8472	4	75
5300	5304.5	4575	24.1	10	0	0	0	QL-11481	1	1483
5295	5295	4522	16.8	1	0	0	0	GRN8366	4	76
5295	5296.5	4534	22.4	4	0	0	0	Pta-4774	6	108
5290	5294.5	4505.3	23.2	10	0	0	0	QL-11480	1	1480
5290	5294.5	4574.6	25.3	10	0	0	0	QL-11480	1	1481
5290	5294.5	4530.6	34.1	10	0	0	0	QL-11480	1	1482
5290	5299.5	4577	19.2	20	0	0	0	UB1073	2	393
5290	5291.5	4591	21.3	4	0	0	0	Pta-4781	6	107
5289	5289	4500	16.8	1	0	0	0	GRN8365	4	77
5280	5284.5	4485.2	38.2	10	0	0	0	QL-11479	1	1477
5280	5284.5	4469.4	37.8	10	0	0	0	QL-11479	1	1478
5280	5284.5	4547.8	18.1	10	0	0	0	QL-11479	1	1479
5280	5280	4514	16.8	1	0	0	0	GRN8346	4	78
5280	5281.5	4501	21.3	4	0	0	0	Pta-4804	6	106
5270	5274.5	4498.1	23.3	10	0	0	0	QL-11478	1	1475
5270	5274.5	4453	23.9	10	0	0	0	QL-11478	1	1476
5270	5279.5	4517	19.2	20	0	0	0	UB1072	2	392
5270	5271.5	4490	21.3	4	0	0	0	Pta-4797	6	105
5266	5266	4468	16.8	1	0	0	0	GRN8345	4	79
5260	5264.5	4504.7	23	10	0	0	0	QL-11477	1	1473
5260	5264.5	4516.5	25.1	10	0	0	0	QL-11477	1	1474
5260	5261.5	4490	22.4	4	0	0	0	Pta-4696	6	104
5257	5257	4456	14.6	1	0	0	0	GRN8299	4	80
5250	5254.5	4480.4	23.7	10	0	0	0	QL-11476	1	1472
5250	5259.5	4505	19.2	20	0	0	0	UB1071	2	391
5250	5251.5	4495	20.2	4	0	0	0	Pta-4840	6	103
5247	5247	4480	15.7	1	0	0	0	GRN8298	4	81
5245	5246.5	4467	15.7	4	0	0	0	Pta-4958	6	102
5240	5244.5	4468.4	23.3	10	0	0	0	QL-11475	1	1471
5240	5241.5	4539	22.4	4	0	0	0	Pta-4702	6	101
5237	5237	4480	12.3	1	0	0	0	GRN8273	4	82
5235	5236.5	4502	17.9	4	0	0	0	Pta-5152	6	100
5230	5234.5	4469.1	23.5	10	0	0	0	QL-11474	1	1470
5230	5239.5	4471	19.2	20	0	0	0	UB1070	2	390
5230	5231.5	4482	16.8	4	0	0	0	Pta-4848	6	99
5226	5226	4451	14.6	1	0	0	0	GRN8272	4	83
5225	5226.5	4500	19	4	0	0	0	Pta-4810	6	98
5220	5224.5	4479.7	25.2	10	0	0	0	QL-11473	1	1469
5220	5221.5	4528	22.4	4	0	0	0	Pta-4691	6	97
5215	5215	4499	9	1	0	0	0	GRN8271	4	84
5215	5216.5	4492	20.2	4	0	0	0	Pta-5142	6	96
5210	5214.5	4486.2	20.7	10	0	0	0	QL-11472	1	1468
5210	5219.5	4476	23.3	20	0	0	0	UB1069	2	389
5210	5211.5	4425	16.8	4	0	0	0	Pta-4853	6	95
5205	5206.5	4449	21.3	4	0	0	0	Pta-5147	6	94
5201	5201	4463	14.6	1	0	0	0	GRN8270	4	85
5200	5204.5	4455	23.2	10	0	0	0	QL-11471	1	1467
5200	5201.5	4471	22.4	4	0	0	0	Pta-4709	6	93
5195	5196.5	4479	19	4	0	0	0	Pta-5135	6	92
5190	5194.5	4435.1	23.7	10	0	0	0	QL-11470	1	1466
5190	5199.5	4458	17.8	20	0	0	0	UB1068	2	388
5190	5191.5	4474	21.3	4	0	0	0	Pta-5130	6	91
5188	5188	4490	9	1	0	0	0	GRN8269	4	86
5185	5186.5	4489	22.4	4	0	0	0	Pta-4859	6	90
5180	5184.5	4461.1	23.4	10	0	0	0	QL-11469	1	1465
5180	5181.5	4496	19	4	0	0	0	Pta-5125	6	89
5177	5177	4490	10.1	1	0	0	0	GRN8268	4	87
5175	5176.5	4551	23.5	4	0	0	0	Pta-4715	6	88
5170	5174.5	4495.1	23.4	10	0	0	0	QL-11468	1	1464
5170	5179.5	4514	16.4	20	0	0	0	UB1067	2	387
5170	5171.5	4481	12.3	4	0	0	0	Pta-4966	6	87
5165	5166.5	4476	20.2	4	0	0	0	Pta-4866	6	86
5163	5163	4523	12.3	1	0	0	0	GRN8267	4	88
5160	5164.5	4508.3	23.3	10	0	0	0	QL-11467	1	1461
5160	5164.5	4509.1	25.1	10	0	0	0	QL-11467	1	1462
5160	5164.5	4473.2	25.2	10	0	0	0	QL-11467	1	1463
5160	5161.5	4511	19	4	0	0	0	Pta-4963	6	85
5155	5156.5	4514	21.3	4	0	0	0	Pta-4680	6	84
5152	5152	4538	12.3	1	0	0	0	GRN8266	4	89
5150	5154.5	4528.2	23.7	10	0	0	0	QL-11466	1	1460
5150	5159.5	4544	21.9	20	0	0	0	UB1066	2	386
5150	5151.5	4526	21.3	4	0	0	0	Pta-4934	6	83
5145	5146.5	4544	21.3	4	0	0	0	Pta-4870	6	82
5140	5144.5	4526	22.6	10	0	0	0	QL-11465	1	1458
5140	5144.5	4513.3	23.4	10	0	0	0	QL-11465	1	1459
5135	5136.5	4505	22.4	4	0	0	0	Pta-4787	6	81
5130	5134.5	4507.8	23.8	10	0	0	0	QL-11464	1	1456
5130	5134.5	4490.5	23.5	10	0	0	0	QL-11464	1	1457
5130	5139.5	4532	20.6	20	0	0	0	UB1065	2	385
5125	5126.5	4496	17.9	4	0	0	0	Pta-4885	6	80
5120	5124.5	4520.4	23.3	10	0	0	0	QL-11463	1	1455
5115	5116.5	4487	21.3	4	0	0	0	Pta-4820	6	79
5110	5114.5	4469.3	22.9	10	0	0	0	QL-11462	1	1453
5110	5114.5	4463.6	23.5	10	0	0	0	QL-11462	1	1454
5110	5119.5	4482	24.7	20	0	0	0	UB1064	2	384
5105	5106.5	4506	21.3	4	0	0	0	Pta-4891	6	78
5100	5104.5	4500.7	23.3	10	0	0	0	QL-11461	1	1452
5095	5096.5	4528	20.2	4	0	0	0	Pta-4825	6	77
5090	5094.5	4544.2	23.2	10	0	0	0	QL-11460	1	1451
5090	5099.5	4534	19.2	20	0	0	0	UB1063	2	383
5085	5086.5	4523	21.3	4	0	0	0	Pta-4929	6	76
5080	5084.5	4510.3	22.4	10	0	0	0	QL-11459	1	1450
5075	5076.5	4521	20.2	4	0	0	0	Pta-4830	6	75
5070	5074.5	4511.6	23.1	10	0	0	0	QL-11458	1	1449
5070	5079.5	4492	20.6	20	0	0	0	UB1062	2	382
5065	5066.5	4494	21.3	4	0	0	0	Pta-4933	6	74
5060	5064.5	4481.8	23.3	10	0	0	0	QL-11457	1	1447
5060	5064.5	4478.7	23.7	10	0	0	0	QL-11457	1	1448
5055	5056.5	4492	22.4	4	0	0	0	Pta-4836	6	73
5050	5054.5	4503	23.8	10	0	0	0	QL-11456	1	1446
5050	5059.5	4501	27.4	20	0	0	0	UB1061	2	381
5045	5046.5	4480	21.3	4	0	0	0	Pta-3991	6	72
5040	5044.5	4427.9	23.5	10	0	0	0	QL-11455	1	1445
5040	5041.5	4439	21.3	4	0	0	0	Pta-4089	6	71
5030	5034.5	4434.1	23.6	10	0	0	0	QL-11454	1	1444
5030	5039.5	4427	21.9	20	0	0	0	UB1060	2	380
5030	5031.5	4423	26.9	4	0	0	0	Pta-3979	6	70
5020	5024.5	4423.7	23.5	10	0	0	0	QL-11453	1	1441
5020	5024.5	4346.8	22.3	10	0	0	0	QL-11453	1	1442
5020	5024.5	4398.8	17.7	10	0	0	0	QL-11453	1	1443
5020	5021.5	4407	19	4	0	0	0	Pta-4073	6	69
5010	5014.5	4431.9	23.3	10	0	0	0	QL-11452	1	1440
5010	5019.5	4421	19.2	20	0	0	0	UB1059	2	379
5010	5011.5	4414	21.3	4	0	0	0	Pta-3968	6	68
5000	5004.5	4452.4	23.2	10	0	0	0	QL-11451	1	1438
5000	5004.5	4419.1	22.2	10	0	0	0	QL-11451	1	1439
5000	5001.5	4424	24.6	4	0	0	0	Pta-4069	6	67
4990	4994.5	4397.7	23.5	10	0	0	0	QL-11450	1	1436
4990	4994.5	4433	20.2	10	0	0	0	QL-11450	1	1437
4990	4999.5	4456	17.8	20	0	0	0	UB1058	2	378
4990	4991.5	4459	21.3	4	0	0	0	Pta-3904	6	66
4985	4986.5	4451	17.9	4	0	0	0	Pta-4415	6	65
4980	4984.5	4382.2	23.7	10	0	0	0	QL-11449	1	1435
4980	4981.5	4511	22.4	4	0	0	0	Pta-4119	6	64
4975	4976.5	4451	21.3	4	0	0	0	Pta-4483	6	63
4970	4974.5	4372	22.8	10	0	0	0	QL-11448	1	1434
4970	4979.5	4385	17.8	20	0	0	0	UB1057	2	377
4970	4971.5	4423	21.3	4	0	0	0	Pta-3901	6	62
4960	4964.5	4375.8	22.8	10	0	0	0	QL-11447	1	1433
4960	4961.5	4417	22.4	4	0	0	0	Pta-4125	6	61
4950	4954.5	4359	23.5	10	0	0	0	QL-11446	1	1432
4950	4959.5	4345	19.2	20	0	0	0	UB1056	2	376
4950	4951.5	4382	17.9	4	0	0	0	Pta-3888	6	60
4940	4944.5	4339.2	23.5	10	0	0	0	QL-11445	1	1431
4940	4941.5	4376	22.4	4	0	0	0	Pta-4058	6	59
4935	4936.5	4394	19	4	0	0	0	Pta-4456	6	58
4930	4934.5	4351.5	22.8	10	0	0	0	QL-11444	1	1429
4930	4934.5	4351.6	22.4	10	0	0	0	QL-11444	1	1430
4930	4939.5	4377	19.2	20	0	0	0	UB1055	2	375
4930	4931.5	4395	28	4	0	0	0	Pta-3885	6	57
4920	4924.5	4392	23.1	10	0	0	0	QL-11443	1	1428
4920	4921.5	4381	21.3	4	0	0	0	Pta-4037	6	56
4910	4914.5	4367.4	22.2	10	0	0	0	QL-11442	1	1427
4910	4919.5	4388	24.7	20	0	0	0	UB1054	2	374
4910	4911.5	4393	21.3	4	0	0	0	Pta-3867	6	55
4905	4906.5	4389	17.9	4	0	0	0	Pta-4285	6	54
4900	4904.5	4378.5	22.4	10	0	0	0	QL-11441	1	1425
4900	4904.5	4331.1	22.1	10	0	0	0	QL-11441	1	1426
4895	4896.5	4383	22.4	4	0	0	0	Pta-4130	6	53
4890	4894.5	4401	22.4	10	0	0	0	QL-11440	1	1424
4890	4899.5	4399	17.8	20	0	0	0	UB1053	2	373
4890	4891.5	4361	20.2	4	0	0	0	Pta-3878	6	52
4880	4884.5	4379	25.8	10	0	0	0	QL-11439	1	1423
4880	4881.5	4377	21.3	4	0	0	0	Pta-4175	6	51
4870	4874.5	4361.3	23.2	10	0	0	0	QL-11438	1	1422
4870	4879.5	4381	17.8	20	0	0	0	UB-	2	372
4870	4871.5	4371	23.5	4	0	0	0	Pta-3861	6	50
4865	4866.5	4358	20.2	4	0	0	0	Pta-4561	6	49
4860	4864.5	4309.5	22	10	0	0	0	QL-11437	1	1421
4860	4861.5	4350	19	4	0	0	0	Pta-4181	6	48
4855	4856.5	4342	21.3	4	0	0	0	Pta-4397	6	47
4850	4854.5	4291.7	23.2	10	0	0	0	QL-11436	1	1420
4850	4859.5	4272	16.4	20	0	0	0	UB1051	2	371
4850	4851.5	4308	22.4	4	0	0	0	Pta-3854	6	46
4840	4844.5	4277.1	23.2	10	0	0	0	QL-11435	1	1419
4840	4841.5	4284	16.8	4	0	0	0	Pta-4294	6	45
4830	4834.5	4220.4	22.2	10	0	0	0	QL-11434	1	1418
4830	4839.5	4237	17.8	20	0	0	0	UB1050	2	370
4830	4834.5	4199	24.7	10	0	0	0	UB1266	2	488
4830	4831.5	4300	23.5	4	0	0	0	Pta-3856	6	44
4825	4826.5	4222	16.8	4	0	0	0	Pta-4460	6	43
4820	4824.5	4187.6	22.3	10	0	0	0	QL-11433	1	1416
4820	4824.5	4176.4	22.6	10	0	0	0	QL-11433	1	1417
4820	4824.5	4160	24.7	10	0	0	0	UB1267	2	489
4815	4816.5	4181	16.8	4	0	0	0	Pta-4490	6	42
4810	4814.5	4163.2	21.3	10	0	0	0	QL-11432	1	1415
4810	4814.5	4163	24.7	10	0	0	0	UB1268	2	490
4810	4811.5	4202	21.3	4	0	0	0	Pta-3850	6	41
4800	4804.5	4150.6	22.9	10	0	0	0	QL-11431	1	1414
4800	4801.5	4170	19	4	0	0	0	Pta-4163	6	40
4790	4794.5	4152.7	21.8	10	0	0	0	QL-11430	1	1413
4790	4799.5	4079	15.1	20	0	0	0	UB-	2	369
4790	4791.5	4163	16.8	4	0	0	0	Pta-3963	6	39
4785	4786.5	4172	20.2	4	0	0	0	Pta-4158	6	38
4780	4784.5	4123.9	22.6	10	0	0	0	QL-11429	1	1412
4780	4781.5	4124	20.2	4	0	0	0	Pta-3953	6	37
4770	4774.5	4079	24.8	10	0	0	0	QL-11428	1	1411
4770	4779.5	4083	11	20	0	0	0	UB-	2	368
4770	4771.5	4114	20.2	4	0	0	0	Pta-4238	6	36
4760	4764.5	4134.1	22.4	10	0	0	0	QL-11427	1	1409
4760	4764.5	4089.4	24.8	10	0	0	0	QL-11427	1	1410
4760	4761.5	4146	17.9	4	0	0	0	Pta-3952	6	35
4750	4754.5	4200.5	22.4	10	0	0	0	QL-11426	1	1408
4750	4759.5	4140	17.8	20	0	0	0	UB1046	2	367
4750	4751.5	4180	15.7	4	0	0	0	Pta-4387	6	34
4740	4744.5	4187.6	22.2	10	0	0	0	QL-11425	1	1406
4740	4744.5	4161.3	25	10	0	0	0	QL-11425	1	1407
4740	4741.5	4165	23.5	4	0	0	0	Pta-3951	6	33
4735	4736.5	4175	20.2	4	0	0	0	Pta-4448	6	32
4730	4734.5	4143.9	22.2	10	0	0	0	QL-11424	1	1404
4730	4734.5	4163.8	24.5	10	0	0	0	QL-11424	1	1405
4730	4739.5	4237	17.8	20	0	0	0	UB1045	2	366
4730	4731.5	4214	19	4	0	0	0	Pta-4031	6	31
4720	4724.5	4166.2	20.3	10	0	0	0	QL-11327	1	1403
4720	4721.5	4172	24.6	4	0	0	0	Pta-3920	6	30
4710	4714.5	4209.9	25.5	10	0	0	0	QL-11326	1	1402
4710	4719.5	4141	21.9	20	0	0	0	UB1044	2	365
4710	4711.5	4193	20.2	4	0	0	0	Pta-4024	6	29
4701	4702.5	4149	23.5	4	0	0	0	Pta-3746	6	28
4700	4704.5	4145.4	23.7	10	0	0	0	QL-11325	1	1401
4700	4701.5	4170	20.2	4	0	0	0	Pta-3914	6	27
4690	4694.5	4138.7	23.9	10	0	0	0	QL-11295	1	1400
4690	4699.5	4144	16.4	20	0	0	0	UB1043	2	364
4690	4691.5	4129	30.2	4	0	0	0	Pta-4498	6	26
4681	4682.5	4125	16.8	4	0	0	0	Pta-3740	6	25
4680	4684.5	4161.4	19.6	10	0	0	0	QL-11294	1	1399
4680	4681.5	4149	22.4	4	0	0	0	Pta-3909	6	24
4670	4674.5	4136.5	24.1	10	0	0	0	QL-11292	1	1398
4670	4679.5	4121	12.3	20	0	0	0	UB1042	2	363
4670	4671.5	4153	20.2	4	0	0	0	Pta-4244	6	23
4661	4662.5	4195	20.2	4	0	0	0	Pta-3685	6	22
4660	4664.5	4176.5	24.1	10	0	0	0	QL-11291	1	1397
4660	4661.5	4145	20.2	4	0	0	0	Pta-4011	6	21
4651	4652.5	4175	17.9	4	0	0	0	Pta-4371	6	20
4650	4654.5	4176.8	21.9	10	0	0	0	QL-11290	1	1394
4650	4654.5	4178.5	22.1	10	0	0	0	QL-11290	1	1395
4650	4654.5	4088	23.9	10	0	0	0	QL-11290	1	1396
4650	4659.5	4199	16.4	20	0	0	0	UB1041	2	362
4641	4642.5	4148	20.2	4	0	0	0	Pta-3681	6	19
4640	4644.5	4135.9	23.9	10	0	0	0	QL-11289	1	1393
4631	4632.5	4176	15.7	4	0	0	0	Pta-4485	6	18
4630	4634.5	4133.6	22.1	10	0	0	0	QL-11288	1	1391
4630	4634.5	4108.4	23.7	10	0	0	0	QL-11288	1	1392
4630	4639.5	4107	16.4	20	0	0	0	UB1040	2	361
4621	4622.5	4131	20.2	4	0	0	0	Pta-3676	6	17
4620	4624.5	4112.3	22.1	10	0	0	0	QL-11287	1	1389
4620	4624.5	4125.7	23.3	10	0	0	0	QL-11287	1	1390
4611	4612.5	4143	16.8	4	0	0	0	Pta-4554	6	16
4610	4614.5	4097.6	22	10	0	0	0	QL-11286	1	1387
4610	4614.5	4087.2	23.4	10	0	0	0	QL-11286	1	1388
4610	4619.5	4149	16.4	20	0	0	0	UB1039	2	360
4601	4602.5	4121	22.4	4	0	0	0	Pta-3670	6	15
4600	4604.5	4078	23.7	10	0	0	0	QL-11285	1	1386
4591	4595.5	4158.5	23.4	10	0	0	0	QL-11284	1	1385
4590	4599.5	4072	19.2	20	0	0	0	UB1038	2	359
4589	4590	4142	23.5	3	0	0	0	Pta-4338	6	131
4581	4585.5	4109.9	17.2	10	0	0	0	QL-11283	1	1383
4581	4585.5	4105.1	23.5	10	0	0	0	QL-11283	1	1384
4579	4580	4092	21.3	3	0	0	0	Pta-3657	6	130
4571	4575.5	4073.4	23.5	10	0	0	0	QL-11282	1	1381
4571	4575.5	4104.1	23.5	10	0	0	0	QL-11282	1	1382
4570	4579.5	4130	13.7	20	0	0	0	UB1037	2	358
4569	4570	4113	20.2	3	0	0	0	Pta-3776	6	129
4561	4565.5	4055.9	21.2	10	0	0	0	QL-11281	1	1379
4561	4565.5	4035.4	23.3	10	0	0	0	QL-11281	1	1380
4559	4560	4069	20.2	3	0	0	0	Pta-3644	6	128
4551	4555.5	4110	24.2	10	0	0	0	QL-11280	1	1378
4550	4559.5	4075	24.7	20	0	0	0	UB1036	2	357
4549	4550	4116	19	3	0	0	0	Pta-3751	6	127
4541	4545.5	4048.6	22.4	10	0	0	0	QL-11279	1	1376
4541	4545.5	4048.8	23.2	10	0	0	0	QL-11279	1	1377
4539	4540	4112	16.8	3	0	0	0	Pta-3638	6	126
4531	4535.5	4070.9	22.5	10	0	0	0	QL-11256	1	1374
4531	4535.5	4099.7	18.6	10	0	0	0	QL-11256	1	1375
4530	4539.5	4067	15.1	20	0	0	0	UB1035	2	356
4529	4530	4107	19	3	0	0	0	Pta-4360	6	125
4521	4525.5	4049.3	25.4	10	0	0	0	QL-11255	1	1372
4521	4525.5	4057.3	23.9	10	0	0	0	QL-11255	1	1373
4519	4520	4051	21.3	3	0	0	0	Pta-3630	6	124
4511	4515.5	4037.9	18.3	10	0	0	0	QL-11254	1	1370
4511	4515.5	4000.7	23.5	10	0	0	0	QL-11254	1	1371
4510	4519.5	4013	15.1	20	0	0	0	UB1034	2	355
4509	4510	3982	23.5	3	0	0	0	Pta-4545	6	123
4501	4505.5	3998	23.5	10	0	0	0	QL-11253	1	1368
4501	4505.5	4006.7	19.2	10	0	0	0	QL-11253	1	1369
4499	4500	4031	21.3	3	0	0	0	Pta-3626	6	122
4491	4495.5	4002.1	22.4	10	0	0	0	QL-11252	1	1366
4491	4495.5	3973	22.8	10	0	0	0	QL-11252	1	1367
4490	4499.5	3973	19.2	20	0	0	0	UB1033	2	354
4489	4490	3995	15.7	3	0	0	0	Pta-4540	6	121
4481	4485.5	3989.9	22.4	10	0	0	0	QL-11251	1	1364
4481	4485.5	3974.3	22.9	10	0	0	0	QL-11251	1	1365
4479	4480	4058	20.2	3	0	0	0	Pta-3619	6	120
4471	4475.5	3999.2	17.2	10	0	0	0	QL-11250	1	1361
4471	4475.5	3997.9	22.6	10	0	0	0	QL-11250	1	1362
4471	4475.5	4001.5	23.5	10	0	0	0	QL-11250	1	1363
4470	4479.5	4034	20.6	20	0	0	0	UB-	2	353
4469	4470	4040	23.5	3	0	0	0	Pta-4533	6	119
4461	4465.5	4007.9	22.6	10	0	0	0	QL-11249	1	1359
4461	4465.5	4030.9	25.5	10	0	0	0	QL-11249	1	1360
4460	4461	4045	22.4	3	0	0	0	Pta-3613	6	118
4458	4459	4055	23.5	3	0	0	0	Pta-3607	6	117
4451	4455.5	4087.9	24.1	10	0	0	0	QL-11248	1	1357
4451	4455.5	4045.3	25.2	10	0	0	0	QL-11248	1	1358
4450	4459.5	4030	13.7	20	0	0	0	UB-	2	352
4449	4450	4037	20.2	3	0	0	0	Pta-4525	6	116
4441	4445.5	4038.6	24.4	10	0	0	0	QL-11247	1	1356
4439	4440	4014	19	3	0	0	0	Pta-3593	6	115
4431	4435.5	3999.9	23.2	10	0	0	0	QL-11246	1	1354
4431	4435.5	3972.8	23.9	10	0	0	0	QL-11246	1	1355
4430	4439.5	3960	17.8	20	0	0	0	UB1030	2	351
4429	4430	3987	22.4	3	0	0	0	Pta-4524	6	114
4421	4425.5	4009.9	23.5	10	0	0	0	QL-11245	1	1352
4421	4425.5	4006.5	23	10	0	0	0	QL-11245	1	1353
4416	4417.5	3939	16.8	4	0	0	0	Pta-3568	6	14
4411	4415.5	3915.9	22.8	10	0	0	0	QL-11244	1	1351
4410	4419.5	3960	17.8	20	0	0	0	UB1029	2	350
4396	4397.5	3913	19	4	0	0	0	Pta-3552	6	13
4391	4395.5	3892.8	23.5	10	0	0	0	QL-11242	1	1350
4390	4399.5	3865	13.7	20	0	0	0	UB1028	2	349
4386	4387.5	3929	22.4	4	0	0	0	Pta-3539	6	12
4381	4385.5	3904.3	22.6	10	0	0	0	QL-11241	1	1347
4381	4385.5	3953.2	23.8	10	0	0	0	QL-11241	1	1348
4381	4385.5	3869.9	17.1	10	0	0	0	QL-11241	1	1349
4376	4377.5	3904	17.9	4	0	0	0	Pta-3525	6	11
4371	4375.5	3881.7	22.4	10	0	0	0	QL-11240	1	1346
4370	4379.5	3868	9.6	20	0	0	0	UB-	2	348
4366	4367.5	3888	22.4	4	0	0	0	Pta-3519	6	10
4361	4365.5	3914.1	18.1	10	0	0	0	QL-11239	1	1345
4360	4364.5	3927	28.8	10	0	0	0	UB-	2	491
4356	4357.5	3895	21.3	4	0	0	0	Pta-3514	6	9
4351	4355.5	3899.8	16.9	10	0	0	0	QL-11238	1	1344
4350	4359.5	3899	16.4	20	0	0	0	UB1026	2	347
4341	4345.5	3849.3	36.1	10	0	0	0	QL-11299	1	1342
4341	4345.5	3813.7	35.8	10	0	0	0	QL-11299	1	1343
4340	4344.5	3909	28.8	10	0	0	0	UB-	2	492
4339	4340.5	3902	24.6	4	0	0	0	Pta-3606	6	8
4331	4335.5	3898.6	23.7	10	0	0	0	QL-11236	1	1340
4331	4335.5	3827.5	23	10	0	0	0	QL-11236	1	1341
4330	4339.5	3867	21.9	20	0	0	0	UB1025	2	346
4329	4330.5	3888	21.3	4	0	0	0	Pta-4509	6	7
4321	4325.5	3895.9	22.8	10	0	0	0	QL-11235	1	1339
4320	4324.5	3949	28.8	10	0	0	0	UB-	2	493
4319	4320.5	3905	16.8	4	0	0	0	Pta-3599	6	6
4311	4315.5	3920.9	23	10	0	0	0	QL-11234	1	1337
4311	4315.5	3876.1	22.9	10	0	0	0	QL-11234	1	1338
4310	4319.5	3870	17.8	20	0	0	0	UB1024	2	345
4309	4310.5	3911	26.9	4	0	0	0	Pta-4518	6	5
4301	4305.5	3897	23.1	10	0	0	0	QL-11233	1	1336
4299	4300.5	3924	16.8	4	0	0	0	Pta-3541	6	4
4291	4295.5	3895.5	22.9	10	0	0	0	QL-11232	1	1334
4291	4295.5	3855.3	22.8	10	0	0	0	QL-11232	1	1335
4290	4299.5	3859	21.9	20	0	0	0	UB1023	2	344
4286	4287.5	3870	15.7	4	0	0	0	Pta-3502	6	3
4281	4285.5	3858.8	22.6	10	0	0	0	QL-11231	1	1333
4276	4277.5	3857	14.6	4	0	0	0	Pta-3496	6	2
4271	4275.5	3848.8	23.4	10	0	0	0	QL-11230	1	1331
4271	4275.5	3843.4	22.6	10	0	0	0	QL-11230	1	1332
4270	4279.5	3854	17.8	20	0	0	0	UB1022	2	343
4269	4270	3900	23.5	3	0	0	0	Pta-3532	6	113
4261	4265.5	3864.5	22.7	10	0	0	0	QL-11229	1	1330
4259	4260	3898	20.2	3	0	0	0	Pta-4512	6	112
4251	4255.5	3833.4	24.8	10	0	0	0	QL-11228	1	1329
4250	4259.5	3835	21.9	20	0	0	0	UB1021	2	342
4249	4250	3886	19	3	0	0	0	Pta-3503	6	111
4244	4244	3854	19	1	0	0	0	Pta-3123	6	173
4241	4245.5	3870.2	22.6	10	0	0	0	QL-11227	1	1327
4241	4245.5	3829	24.8	10	0	0	0	QL-11227	1	1328
4239	4240	3850	21.3	3	0	0	0	Pta-3846	6	110
4233	4233	3810	20.2	1	0	0	0	Pta-3335	6	172
4231	4235.5	3773.6	32.4	10	0	0	0	QL-11226	1	1325
4231	4235.5	3843.8	23.1	10	0	0	0	QL-11226	1	1326
4230	4239.5	3830	21.9	20	0	0	0	UB1020	2	341
4229	4230	3830	22.4	3	0	0	0	Pta-3769	6	109
4224	4224	3808	21.3	1	0	0	0	Pta-3120	6	171
4221	4225.5	3819.5	27.2	10	0	0	0	QL-11225	1	1324
4214	4214	3806	22.4	1	0	0	0	Pta-3303	6	170
4211	4215.5	3782.3	22.5	10	0	0	0	QL-11224	1	1323
4210	4219.5	3780	21.9	20	0	0	0	UB1019	2	340
4204	4204.5	3834	20.2	2	0	0	0	Pta-3016	6	151
4201	4205.5	3827.1	22.7	10	0	0	0	QL-11223	1	1321
4201	4205.5	3762.8	21.6	10	0	0	0	QL-11223	1	1322
4194	4194	3867	19	1	0	0	0	Pta-3338	6	169
4191	4195.5	3836.3	25	10	0	0	0	QL-11222	1	1319
4191	4195.5	3825.5	22.6	10	0	0	0	QL-11222	1	1320
4190	4199.5	3766	17.8	20	0	0	0	UB-	2	339
